id,name,latitude,longitude,country_code,timezone,address
5e2c3548-7f72-11f0-8fc3-325096b39f47,Civitavecchia,42.087854,11.799276,IT,Europe/Rome,"Civitavecchia, LAZ, Italy"
5e2c3584-7f72-11f0-aec0-325096b39f47,Clermont-Ferrand,45.778945,3.100543,FR,Europe/Paris,"Clermont-Ferrand, ARA, France"
5e2c35c0-7f72-11f0-bdcf-325096b39f47,Colchester Station,51.900478,0.894085,GB,Europe/London,"Colchester Station, Colchester, CO1 1ZU, United Kingdom"
5e2c35fc-7f72-11f0-a7db-325096b39f47,Colmar,48.073201,7.346967,FR,Europe/Paris,"Colmar, GES, France"
5e2c3638-7f72-11f0-8894-325096b39f47,Colomiers,43.603734,1.334221,FR,Europe/Paris,"Colomiers, OCC, France"
5e2c3674-7f72-11f0-a327-325096b39f47,Como San Giovanni,45.8064670000,9.0734410000,IT,Europe/Rome,"Como San Giovanni, Piazzale San Gottardo, 22100 Como CO, Italy"
5e2c36b0-7f72-11f0-a172-325096b39f47,Cons-la-Grandville,49.4833330000,5.7000000000,FR,Europe/Paris,"Cons-la-Grandville, GES, France"
5e2c36ec-7f72-11f0-ba2c-325096b39f47,Crancey RN,48.5166670000,3.6333330000,FR,Europe/Paris,"Crancey (RN), Route Nationale 19, 10100 Crancey, France"
5e2c3728-7f72-11f0-b1fa-325096b39f47,Creutzwald Gare Routière,49.207553,6.696936,FR,Europe/Paris,"Gare routière, Avenue Amiral Réveillère, 29200 Brest, France"
5e2c3764-7f72-11f0-ae60-325096b39f47,Croix—Wasquehal,50.6785574,3.1380315,FR,Europe/Paris,"Croix-Wasquehal, Avenue du Grand Cottignies, 59290 Wasquehal, France"
5e2c37aa-7f72-11f0-b52f-325096b39f47,Cuenca Fernando Zobel,40.034916,-2.144412,ES,Europe/Madrid,"Cuenca, Paseo de San Antonio, 16002 Cuenca, Spain"
5e2c37e6-7f72-11f0-8f8e-325096b39f47,Dardilly le Jubin,45.815143,4.7613451,FR,Europe/Paris,"Dardilly-le-Jubin, Chemin du Jubin, 69570 Dardilly, France"
5e2c3822-7f72-11f0-bfd4-325096b39f47,Darmstadt Hbf,49.872503,8.629635,DE,Europe/Berlin,"Darmstadt Hauptbahnhof, Zweifalltorweg, 64293 Darmstadt, Germany"
5e2c385e-7f72-11f0-8e0b-325096b39f47,Davos Dorf,46.8097080000,9.8421000000,CH,Europe/Zurich,"Davos Dorf, Davos, Grisons, Switzerland"
5e2c389a-7f72-11f0-b7ca-325096b39f47,Davos Platz Bahnhof,46.790417,9.820328,CH,Europe/Zurich,"Davos Platz, Bahnhof, Davos Platz, Talstrasse, 7270 Davos, Switzerland"
5e2c38d6-7f72-11f0-88d3-325096b39f47,Decazeville Centre,44.561434,2.255896,FR,Europe/Paris,"Centre hospitalier de Decazeville - Centre Hospitalier Pierre Delpech, 60 Rue Prosper Alfaric, 12300 Decazeville, France"
5e2c3912-7f72-11f0-b363-325096b39f47,Degersheim Bahnhof,47.372513,9.201115,CH,Europe/Zurich,"Degersheim Bahnhof, Mühlefeldstrasse, 9113 Degersheim, Switzerland"
5e2c394e-7f72-11f0-8308-325096b39f47,Den Haag Centraal,52.0805060000,4.3239910000,NL,Europe/Amsterdam,"Den Haag Centraal, Stationshal, 2595 DB The Hague, Netherlands"
5e2c398a-7f72-11f0-a0fd-325096b39f47,Dessau Hbf,51.839865,12.234948,DE,Europe/Berlin,"Dessau Hbf 02, Roßlauer Allee, 06844 Dessau, Germany"
5e2c39c6-7f72-11f0-9c81-325096b39f47,Dielsdorf Bahnhof,47.482955,8.45893,CH,Europe/Zurich,"8157 Dielsdorf, Switzerland"
5e2c3a02-7f72-11f0-b699-325096b39f47,Dieppe,49.921788,1.081133,FR,Europe/Paris,"Dieppe, NOR, France"
5e2c3a3e-7f72-11f0-823d-325096b39f47,Dietikon Bahnhof,47.405828,8.404527,CH,Europe/Zurich,"Dietikon Bahnhof, Kante B, 8953 Dietikon, Switzerland"
5e2c3a7a-7f72-11f0-8341-325096b39f47,Digne-les-Bains,44.088710133980600,6.222982406616210,FR,Europe/Paris,"Digne-les-Bains, PAC, France"
5e2c3ab6-7f72-11f0-abe9-325096b39f47,Dijon Ville,47.323370,5.027208,FR,Europe/Paris,"Golf Dijon Bourgogne Jacques Laffite, 21490 Norges-la-Ville, France"
5e2c3af2-7f72-11f0-96d2-325096b39f47,Disentis/Muster,46.7049750000,8.8550210000,CH,Europe/Zurich,"Disentis/Mustér, Grisons, Switzerland"
5e2c3b2e-7f72-11f0-9797-325096b39f47,Dives—Cabourg,49.2864776,-0.1074996,FR,Europe/Paris,"Dives - Cabourg, D 513a, 14160 Dives-sur-Mer, France"
5e2c3bec-7f72-11f0-8017-325096b39f47,Djurdjevac Autobusni Kolodvor,46.03072,17.065283,HR,Europe/Zagreb,"Autobusni kolodvor, 52466 Cittanova, Croatia"
5e2c3c1e-7f72-11f0-be9f-325096b39f47,Dole Ville,47.096084,5.488105,FR,Europe/Paris,"Dole, Place de la Gare, 39100 Dole, France"
5e2c3c5a-7f72-11f0-8686-325096b39f47,Domfront,48.1076766,0.0262592,FR,Europe/Paris,"Domfront (Domfront en Poiraie), NOR, France"
5e2c3c96-7f72-11f0-b427-325096b39f47,Donji Miholjac Autobusni Kolodvor,45.759286,18.16614,HR,Europe/Zagreb,"Ribnjak Donji Miholjac, 31540 OB, Croatia"
5e2c3cc8-7f72-11f0-b7e2-325096b39f47,Dorchester South,50.708752,-2.437593,GB,Europe/London,"Dorchester WwTW, Dorchester, United Kingdom"
5e2c3d04-7f72-11f0-ac49-325096b39f47,Dorking Station,51.241615,-0.323822,GB,Europe/London,"Dorking Station, Mole Valley, RH4 1JF, United Kingdom"
5e2c3d40-7f72-11f0-b4eb-325096b39f47,Dornach-Arlesheim,47.4892650000,7.6108420000,CH,Europe/Zurich,"Dornach-Arlesheim, Amthausstrasse, 4143 Dornach, Switzerland"
5e2c3d72-7f72-11f0-9fac-325096b39f47,Dortmund Hbf,51.517898,7.459293,DE,Europe/Berlin,"Dortmund Hbf, Paul-Winzen-Straße, 44147 Dortmund, Germany"
5e2c3dae-7f72-11f0-a737-325096b39f47,Douelle,44.4666670000,1.3666670000,FR,Europe/Paris,"Douelle, OCC, France"
5e2c3dea-7f72-11f0-85ca-325096b39f47,Dourdan,48.533466,2.009643,FR,Europe/Paris,"Dourdan (Dourdan), ES, France"
5e2c3e1c-7f72-11f0-a87f-325096b39f47,Dresden Hbf,51.040562,13.732038,DE,Europe/Berlin,"Dresden Hbf, Wiener Platz 4, 01069 Dresden, Germany"
5e2c3e58-7f72-11f0-a3a5-325096b39f47,Dublin Connolly,53.3517919991,-6.2495215,IE,Europe/Dublin,"Dublin Connolly, Amiens Street, Dublin, Ireland"
5e2c3e94-7f72-11f0-9429-325096b39f47,Düdingen Bahnhof,46.850672,7.189833,CH,Europe/Zurich,"Düdingen Bahnhof, Bahnhofplatz, 3186 Düdingen, Switzerland"
5e2c3ed0-7f72-11f0-b647-325096b39f47,Dudley Port,52.524517,-2.049401,GB,Europe/London,"Dudley Port, Sandwell, ENG, United Kingdom"
5e2c3f02-7f72-11f0-8ad2-325096b39f47,Duisburg Hbf,51.429786,6.775906,DE,Europe/Berlin,"Duisburg Hauptbahnhof, Portsmouthplatz 1, 47051 Duisburg, Germany"
5e2c3f3e-7f72-11f0-896d-325096b39f47,Dumbarton Central,55.946705,-4.56697,GB,Europe/London,"Dumbarton Central, Station Road, Dumbarton, G82 1RZ, United Kingdom"
5e2c3f7a-7f72-11f0-aaba-325096b39f47,Düsseldorf Hbf,51.21996,6.794316,DE,Europe/Berlin,"Düsseldorf Central Station, Weg Gleis 12, 40210 Dusseldorf, Germany"
5e2c3fac-7f72-11f0-aa49-325096b39f47,Ealing Broadway,51.51466,-0.300843,GB,Europe/London,"Ealing Broadway, The Broadway, London, W5 2NU, United Kingdom"
5e2c3ff2-7f72-11f0-adc0-325096b39f47,East Croydon,51.375679,-0.093335,GB,Europe/London,"East Croydon, Billinton Hill, London, CR0 1LF, United Kingdom"
60c0a334-7f72-11f0-82db-325096b39f47,East Malling,51.285748,0.439308,GB,Europe/London,"East Malling (Tonbridge and Malling), KEN, ENG, United Kingdom"
60c0a4d8-7f72-11f0-b7fa-325096b39f47,Ebnat-Kappel,47.2636630000,9.1209940000,CH,Europe/Zurich,"Ebnat-Kappel, St. Gallen, Switzerland"
60c0a53c-7f72-11f0-ab27-325096b39f47,Écouché,48.7151009,-0.1209574,FR,Europe/Paris,"Écouché, Écouché-les-Vallées, NOR, France"
60c0a582-7f72-11f0-9779-325096b39f47,Edenbridge Station,51.208508,0.060099,GB,Europe/London,"Edenbridge Fire Station, Mont St Aignan Way, Edenbridge, TN8 5AY, United Kingdom"
60c0a5c8-7f72-11f0-b98d-325096b39f47,Effretikon Bahnhof,47.425406,8.686267,CH,Europe/Zurich,"Effretikon Bahnhof, Bahnhofstrasse, 8307 Illnau-Effretikon, Switzerland"
60c0a604-7f72-11f0-9d2f-325096b39f47,Égletons,45.4023816,2.0651243,FR,Europe/Paris,"Égletons, NAQ, France"
60c0a640-7f72-11f0-9779-325096b39f47,Eglisau,47.5723620000,8.5165420000,CH,Europe/Zurich,"Eglisau, Zurich, Switzerland"
60c0a67c-7f72-11f0-a0ac-325096b39f47,Einsiedeln Bahnhof,47.12807,8.744454,CH,Europe/Zurich,"Einsiedeln Bahnhof, Bahnhofplatz, 8840 Einsiedeln, Switzerland"
